l,xi,xmax
1.5,1.6,0.02465
1.5,1.5,0.02459
1.5,1.4,0.02452
1.5,1.3,0.02443
1.5,1.2,0.02432
1.5,1.1,0.02419
1.5,1.0,0.02401
1.5,0.9,0.02379
1.5,0.8,0.02352
1.5,0.7,0.02318
1.5,0.6,0.02275
1.5,0.5,0.02221
1.5,0.4,0.02155
1.5,0.3,0.02074
1.5,0.2,0.01973
1.5,0.1,0.01849
1.5,0.0,0.017
1.5,-0.1,0.0152
1.5,-0.2,0.01309
1.5,-0.3,0.01065
1.5,-0.4,0.00794
1.5,-0.5,0.00509
1.5,-0.6,0.00242
1.5,-0.7,0.000493
1.5,-0.8,0.0
1.5,-0.9,0.0
1.5,-1.0,0.0
1.5,-1.1,0.0
1.5,-1.2,0.0
1.5,-1.3,0.0
1.5,-1.4,0.0
1.5,-1.5,0.0
1.5,-1.6,0.0
1.5,-1.7,0.0
1.5,-1.8,0.0
1.5,-1.9,0.0
1.5,-2.0,0.0
1.5,-2.1,0.0
1.5,-2.2,0.0
1.5,-2.3,0.0
1.5,-2.4,0.0
1.5,-2.5,0.0
1.5,-2.6,0.0
1.5,-2.7,0.0
1.5,-2.8,0.0
1.5,-2.9,0.0
1.5,-3.0,0.0
1.5,-3.1,0.0
1.5,-3.2,0.0
1.5,-3.3,0.0
1.5,-3.4,0.0
1.5,-3.5,0.0
1.75,2.0,0.01411
1.75,1.9,0.0141
1.75,1.8,0.01407
1.75,1.7,0.01405
1.75,1.6,0.01401
1.75,1.5,0.01397
1.75,1.4,0.01392
1.75,1.3,0.01385
1.75,1.2,0.01377
1.75,1.1,0.01367
1.75,1.0,0.01353
1.75,0.9,0.01337
1.75,0.8,0.01316
1.75,0.7,0.01291
1.75,0.6,0.01259
1.75,0.5,0.01219
1.75,0.4,0.0117
1.75,0.3,0.0111
1.75,0.2,0.01037
1.75,0.1,0.00948
1.75,0.0,0.00842
1.75,-0.1,0.00717
1.75,-0.2,0.00574
1.75,-0.3,0.00418
1.75,-0.4,0.00256
1.75,-0.5,0.00111
1.75,-0.6,0.000185
1.75,-0.7,0.0
1.75,-0.8,0.0
1.75,-0.9,0.0
1.75,-1.0,0.0
1.75,-1.1,0.0
1.75,-1.2,0.0
1.75,-1.3,0.0
1.75,-1.4,0.0
1.75,-1.5,0.0
1.75,-1.6,0.0
1.75,-1.7,0.0
1.75,-1.8,0.0
1.75,-1.9,0.0
1.75,-2.0,0.0
1.75,-2.1,0.0
1.75,-2.2,0.0
1.75,-2.3,0.0
1.75,-2.4,0.0
1.75,-2.5,0.0
1.75,-2.6,0.0
1.75,-2.7,0.0
1.75,-2.8,0.0
1.75,-2.9,0.0
1.75,-3.0,0.0
1.75,-3.1,0.0
1.75,-3.2,0.0
1.75,-3.3,0.0
1.75,-3.4,0.0
1.75,-3.5,0.0
